Time,A/F Correction #1 (%),Accelerator Pedal Angle (%),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),Mass Airflow (g/s),Requested Torque* (raw ecu value),Vehicle Speed (mph),Phidget IK Sensor 267583:0 (AFR),Manifold Absolute Pressure (psi),Manifold Relative Pressure (Corrected) (psi)
13:18:15.525,7.03,14.12,8,0.68,2008,0.00,0.00,1.0000,22.62,154.55,39,14.06,10.01,-4.35
13:18:15.619,6.25,14.12,8,0.68,1999,0.00,0.00,1.0000,22.78,154.57,38,14.05,10.01,-4.35
13:18:15.699,6.25,14.12,8,0.68,2000,0.00,0.00,1.0000,22.79,154.60,38,14.08,10.01,-4.35
13:18:15.779,5.47,14.12,8,0.68,2010,0.00,0.00,1.0000,22.53,154.55,38,14.12,10.01,-4.35
13:18:15.860,5.47,14.12,8,0.68,2008,0.00,0.00,1.0000,22.70,154.59,38,14.18,10.01,-4.35
13:18:15.940,5.47,14.12,8,0.68,2006,0.00,0.00,1.0000,22.54,154.62,38,14.18,10.01,-4.35
13:18:16.019,4.69,14.12,8,0.68,2014,0.00,0.00,1.0000,22.95,154.67,38,14.18,10.01,-4.35
13:18:16.099,5.47,14.12,8,0.68,2024,0.00,0.00,1.0000,22.87,154.57,39,14.24,10.01,-4.35
13:18:16.180,5.47,14.12,8,0.68,2012,0.00,0.00,1.0000,23.13,154.69,39,14.20,10.01,-4.35
13:18:16.259,4.69,14.12,8,0.68,2013,0.00,0.00,1.0000,22.69,154.70,39,14.33,10.01,-4.35
13:18:16.355,4.69,14.12,8,0.68,2031,0.00,0.00,1.0000,22.78,154.68,39,14.29,10.01,-4.35
13:18:16.436,4.69,14.12,8,0.68,2028,0.00,0.00,1.0000,22.86,154.64,39,14.26,10.01,-4.35
13:18:16.516,4.69,14.12,8,0.68,2022,0.00,0.00,1.0000,22.95,154.70,39,14.29,10.01,-4.35
13:18:16.595,5.47,14.12,8,0.68,2023,0.00,0.00,1.0000,23.03,154.75,39,14.33,10.01,-4.35
13:18:16.676,5.47,14.12,8,0.68,2034,0.00,0.00,1.0000,22.53,154.77,39,14.37,10.01,-4.35
13:18:16.756,5.47,14.12,8,0.67,2044,0.00,0.00,1.0000,22.86,154.66,39,14.41,10.01,-4.35
13:18:16.836,5.47,14.12,8,0.68,2046,0.00,0.00,1.0000,23.04,154.68,39,14.34,10.01,-4.35
13:18:16.916,5.47,14.12,8,0.68,2026,0.00,0.00,1.0000,22.87,154.78,39,14.44,9.87,-4.50
13:18:16.995,5.47,14.12,8,0.68,2030,0.00,0.00,1.0000,23.12,154.77,39,14.43,9.87,-4.35
13:18:17.091,4.69,14.12,8,0.68,2049,0.00,0.00,1.0000,23.11,154.78,39,14.33,10.01,-4.35
13:18:17.171,4.69,14.12,8,0.68,2046,0.00,0.00,1.0000,23.03,154.72,39,14.31,9.87,-4.35
13:18:17.251,4.69,14.12,8,0.68,2031,0.00,0.00,1.0000,22.86,151.86,39,14.27,10.01,-4.35
13:18:17.331,4.69,14.12,8,0.67,2102,0.00,0.00,1.0000,23.03,151.85,39,14.29,10.01,-4.35
13:18:17.410,4.69,14.12,8,0.67,2053,0.00,0.00,1.0000,22.86,151.85,39,14.35,10.01,-4.50
13:18:17.490,3.91,14.12,8,0.67,1988,0.00,0.00,1.0000,22.94,151.82,39,14.37,9.87,-4.50
13:18:17.571,3.91,14.12,8,0.67,1989,0.00,0.00,1.0000,22.78,151.82,39,14.19,9.87,-4.50
13:18:17.651,4.69,14.12,8,0.67,2043,0.00,0.00,1.0000,23.12,151.88,39,14.24,9.87,-4.50
13:18:17.730,3.91,14.12,8,0.67,2110,0.00,0.00,1.0000,22.86,151.90,39,14.28,9.87,-4.50
13:18:17.811,3.91,14.12,8,0.67,2058,0.00,0.00,1.0000,23.04,151.88,39,14.31,9.87,-4.50
13:18:17.906,3.91,14.12,8,0.67,2000,0.00,0.00,1.0000,23.20,151.84,39,14.29,9.87,-4.50
13:18:17.986,3.91,14.12,8,0.67,2062,0.00,0.00,1.0000,22.95,151.86,40,14.29,9.87,-4.50
13:18:18.066,3.91,14.12,8,0.67,2054,0.00,0.00,1.0000,23.03,145.98,40,14.32,9.87,-4.50
13:18:18.147,3.91,13.73,8,0.67,2054,0.00,0.00,1.0000,22.53,146.00,40,14.31,9.87,-4.50
13:18:18.227,3.91,13.33,8,0.66,2069,0.00,0.00,1.0000,22.18,143.02,40,14.28,9.72,-4.64
13:18:18.306,3.91,13.33,8,0.65,2077,0.00,0.00,1.0000,21.66,143.01,40,14.38,9.72,-4.79
13:18:18.386,3.12,13.33,8,0.64,2072,0.00,0.00,1.0000,21.83,140.05,40,14.29,9.43,-4.93
13:18:18.466,3.12,13.33,8,0.63,2057,0.00,0.00,1.0000,21.02,140.04,40,14.21,9.43,-4.93
13:18:18.546,1.56,13.33,8,0.62,2062,0.00,0.00,1.0000,21.33,140.04,40,14.21,9.29,-5.08
13:18:18.643,1.56,13.33,8,0.62,2078,0.00,0.00,1.0000,21.08,140.04,40,14.14,9.29,-5.08
13:18:18.723,2.34,13.33,8,0.62,2078,0.00,0.00,1.0000,21.17,140.05,40,14.19,9.29,-5.08
13:18:18.803,3.12,13.33,8,0.62,2076,0.00,0.00,1.0000,21.57,137.08,40,14.31,9.29,-5.08
13:18:18.883,3.91,12.94,8,0.62,2067,0.00,0.00,1.0000,21.48,137.06,40,14.43,9.29,-5.08
13:18:18.962,3.91,12.94,8,0.62,2066,0.00,0.00,1.0000,20.73,137.08,40,14.48,9.29,-5.22
13:18:19.042,3.12,12.94,8,0.61,2064,0.00,0.00,1.0000,20.82,137.05,40,14.54,9.14,-5.22
13:18:19.122,2.34,12.94,8,0.61,2081,0.00,0.00,1.0000,20.99,137.05,40,14.45,9.14,-5.22
13:18:19.203,2.34,12.94,8,0.61,2079,0.00,0.00,1.0000,21.17,137.07,40,14.24,9.14,-5.22
13:18:19.283,3.12,12.94,8,0.61,2084,0.00,0.00,1.0000,21.42,137.08,40,14.19,9.14,-5.22
13:18:19.378,3.12,12.94,8,0.61,2067,0.00,0.00,1.0000,21.02,137.07,40,14.32,9.14,-5.22
13:18:19.458,3.12,12.94,8,0.61,2068,0.00,0.00,1.0000,20.87,137.04,40,14.38,9.14,-5.22
13:18:19.538,3.12,12.94,8,0.61,2072,0.00,0.00,1.0000,21.33,137.04,40,14.43,9.14,-5.22
13:18:19.617,3.12,12.94,8,0.61,2084,0.00,0.00,1.0000,21.17,137.06,40,14.40,9.14,-5.22
13:18:19.698,3.12,12.94,8,0.61,2088,0.00,0.00,1.0000,21.32,137.07,40,14.39,9.14,-5.22
13:18:19.778,3.12,12.94,8,0.61,2085,0.00,0.00,1.0000,21.33,137.05,40,14.35,9.00,-5.22
13:18:19.857,3.91,12.94,8,0.61,2068,0.00,0.00,1.0000,21.25,137.06,40,14.35,9.14,-5.22
13:18:19.937,3.12,12.94,8,0.61,2073,0.00,0.00,1.0000,21.41,137.04,40,14.37,9.00,-5.37
13:18:20.033,3.12,12.94,8,0.61,2071,0.00,0.00,1.0000,21.02,137.04,40,14.29,9.14,-5.37
13:18:20.113,3.12,12.94,8,0.61,2085,0.00,0.00,1.0000,21.18,137.03,40,14.33,9.00,-5.37
13:18:20.193,3.12,12.94,8,0.61,2086,0.00,0.00,1.0000,21.18,137.07,40,14.33,9.00,-5.22
13:18:20.273,3.12,12.94,8,0.61,2089,0.00,0.00,1.0000,21.57,137.07,40,14.25,9.14,-5.37
13:18:20.353,3.12,12.94,8,0.61,2071,0.00,0.00,1.0000,20.94,137.04,40,14.32,9.00,-5.37
13:18:20.434,3.12,12.94,8,0.61,2068,0.00,0.00,1.0000,20.95,134.07,40,14.29,9.14,-5.37
13:18:20.513,2.34,12.55,8,0.61,2061,0.00,0.00,1.0000,20.11,131.09,40,14.32,9.14,-5.22
13:18:20.594,3.12,12.55,8,0.60,2080,0.00,0.00,1.0000,20.33,131.14,40,14.29,9.00,-5.37
13:18:20.673,2.34,12.55,8,0.59,2080,0.00,0.00,1.0000,19.91,131.12,40,14.28,8.85,-5.51
13:18:20.753,1.56,12.55,8,0.58,2078,0.00,0.00,1.0000,20.21,131.12,40,14.26,8.71,-5.66
13:18:20.849,1.56,12.55,8,0.59,2068,0.00,0.00,1.0000,20.21,128.21,40,14.26,8.71,-5.66
13:18:20.929,1.56,12.55,8,0.59,2063,0.00,0.00,1.0000,20.13,128.10,40,14.11,8.71,-5.51
13:18:21.009,2.34,12.55,8,0.58,2066,0.00,0.00,1.0000,19.76,128.04,40,14.20,8.71,-5.66
13:18:21.089,2.34,12.55,8,0.58,2082,0.00,0.00,1.0000,19.76,128.21,40,14.27,8.71,-5.80
13:18:21.173,2.34,12.16,8,0.58,2070,0.00,0.00,1.0000,19.61,125.31,40,14.39,8.56,-5.80
13:18:21.249,1.56,12.16,8,0.57,2050,0.00,0.00,1.0000,19.39,122.32,40,14.37,8.56,-5.80
13:18:21.328,1.56,12.16,8,0.56,2058,0.00,0.00,1.0000,18.74,122.11,40,14.29,8.56,-5.95
13:18:21.409,0.78,12.16,8,0.55,2064,0.00,0.00,1.0000,18.75,122.06,40,14.19,8.27,-6.09
13:18:21.488,0.00,12.16,8,0.54,2084,0.00,0.00,1.0000,18.63,122.30,40,14.25,8.27,-6.09
13:18:21.584,0.78,12.16,8,0.54,2080,0.00,0.00,1.0000,18.50,122.31,40,14.20,8.27,-6.09
13:18:21.664,1.56,12.16,8,0.54,2070,0.00,0.00,1.0000,18.69,122.30,40,14.15,8.27,-6.09
13:18:21.744,1.56,12.16,8,0.54,2062,0.00,0.00,1.0000,18.90,122.11,40,14.26,8.27,-6.09
13:18:21.826,2.34,12.16,8,0.54,2064,0.00,0.00,1.0000,18.89,122.11,40,14.41,8.27,-6.09
13:18:21.904,1.56,12.16,8,0.54,2066,0.00,0.00,1.0000,18.76,122.27,40,14.41,8.27,-6.09
13:18:21.985,2.34,12.16,8,0.54,2076,0.00,0.00,1.0000,18.75,122.16,40,14.40,8.27,-6.09
13:18:22.063,2.34,12.16,8,0.55,2074,0.00,0.00,1.0000,18.56,122.23,40,14.37,8.27,-6.09
13:18:22.144,2.34,12.16,8,0.54,2064,0.00,0.00,1.0000,18.83,122.25,40,14.47,8.27,-6.09
13:18:22.224,2.34,12.16,8,0.54,2064,0.00,0.00,1.0000,18.83,122.13,40,14.39,8.27,-6.09
13:18:22.320,2.34,12.16,8,0.54,2064,0.00,0.00,1.0000,18.75,122.15,40,14.33,8.27,-6.09
13:18:22.399,2.34,12.16,8,0.54,2078,0.00,0.00,1.0000,18.89,122.17,40,14.35,8.27,-6.09
13:18:22.481,2.34,12.16,8,0.54,2072,0.00,0.00,1.0000,19.10,122.31,40,14.34,8.27,-6.09
13:18:22.562,2.34,12.16,8,0.54,2073,0.00,0.00,1.0000,18.82,122.35,40,14.34,8.27,-6.09
13:18:22.640,3.12,12.16,8,0.55,2057,0.00,0.00,1.0000,18.95,122.14,40,14.38,8.27,-6.09
13:18:22.721,2.34,12.16,8,0.55,2054,0.00,0.00,1.0000,18.76,122.20,40,14.33,8.27,-6.09
13:18:22.799,2.34,12.16,8,0.54,2072,0.00,0.00,1.0000,18.43,122.29,40,14.32,8.27,-6.09
13:18:22.879,2.34,12.16,8,0.55,2064,0.00,0.00,1.0000,18.76,122.39,40,14.29,8.27,-6.09
13:18:22.960,3.12,12.16,8,0.55,1993,0.00,0.00,1.0000,18.69,122.38,40,14.29,8.27,-6.09
13:18:23.055,3.12,12.16,8,0.55,2044,0.00,0.00,1.0000,18.96,122.33,40,14.32,8.27,-6.09
13:18:23.136,2.34,12.16,8,0.55,2102,0.00,0.00,1.0000,18.82,122.37,40,14.32,8.27,-6.09
13:18:23.215,3.12,12.16,8,0.55,2048,0.00,0.00,1.0000,18.49,122.40,40,14.35,8.27,-6.09
13:18:23.295,2.34,12.16,8,0.55,2044,0.00,0.00,1.0000,18.43,122.55,40,14.25,8.27,-6.09
13:18:23.375,2.34,12.16,8,0.55,2029,0.00,0.00,1.0000,18.63,122.42,40,14.26,8.27,-6.09
13:18:23.456,3.12,12.16,8,0.55,2030,0.00,0.00,1.0000,18.69,122.40,40,14.31,8.27,-6.09
13:18:23.535,3.91,12.16,8,0.55,2098,0.00,0.00,1.0000,18.69,122.41,40,14.35,8.27,-6.09
13:18:23.615,3.12,12.16,8,0.55,2050,0.00,0.00,1.0000,18.69,122.50,40,14.40,8.27,-6.09
13:18:23.696,3.12,12.16,8,0.55,2044,0.00,0.00,1.0000,18.56,122.49,40,14.41,8.27,-6.09
13:18:23.791,3.12,12.16,8,0.55,2039,0.00,0.00,1.0000,18.82,122.50,40,14.32,8.27,-6.09
13:18:23.871,3.12,12.16,8,0.55,2037,0.00,0.00,1.0000,18.82,122.33,40,14.31,8.27,-6.09
13:18:23.951,2.34,12.16,8,0.55,2048,0.00,0.00,1.0000,19.03,122.37,40,14.24,8.27,-6.09
13:18:24.031,2.34,12.16,8,0.55,1987,0.00,0.00,1.0000,18.62,122.51,40,14.22,8.27,-6.09
13:18:24.111,2.34,12.16,8,0.55,1985,0.00,0.00,1.0000,18.56,122.51,39,14.26,8.27,-6.09
13:18:24.191,2.34,12.16,8,0.55,2028,0.00,0.00,1.0000,18.69,122.55,39,14.31,8.27,-6.09
13:18:24.271,2.34,12.16,8,0.55,2024,0.00,0.00,1.0000,18.76,122.42,39,14.28,8.27,-6.09
13:18:24.352,2.34,12.16,8,0.55,2048,0.00,0.00,1.0000,18.62,122.53,39,14.27,8.27,-6.09
13:18:24.431,1.56,12.16,8,0.55,2047,0.00,0.00,1.0000,18.56,122.42,39,14.22,8.27,-6.09
13:18:24.527,2.34,12.16,8,0.55,2039,0.00,0.00,1.0000,18.69,122.41,39,14.29,8.27,-6.09
13:18:24.606,2.34,12.16,8,0.55,2101,0.00,0.00,1.0000,18.76,122.36,40,14.29,8.27,-6.09
13:18:24.688,2.34,12.16,8,0.55,2100,0.00,0.00,1.0000,18.83,122.35,40,14.33,8.27,-6.09
13:18:24.767,2.34,12.16,8,0.55,2054,0.00,0.00,1.0000,18.63,122.44,40,14.35,8.27,-6.09
13:18:24.847,2.34,12.16,8,0.55,1988,0.00,0.00,1.0000,18.82,122.41,40,14.38,8.27,-6.09
13:18:24.927,2.34,12.16,8,0.55,2045,0.00,0.00,1.0000,18.69,122.46,40,14.37,8.27,-6.09
13:18:25.007,1.56,12.16,8,0.55,2110,0.00,0.00,1.0000,18.63,122.28,40,14.31,8.27,-6.09
13:18:25.087,1.56,12.16,8,0.55,2056,0.00,0.00,1.0000,18.69,122.27,40,14.27,8.27,-6.09
13:18:25.167,2.34,12.16,8,0.55,1997,0.00,0.00,1.0000,18.55,122.42,40,14.25,8.27,-6.09
13:18:25.263,2.34,12.16,8,0.54,1994,0.00,0.00,1.0000,18.49,122.37,40,14.31,8.27,-6.09
13:18:25.343,2.34,12.16,8,0.55,2046,0.00,0.00,1.0000,18.63,122.43,40,14.33,8.27,-6.09
13:18:25.423,2.34,12.16,8,0.54,2048,0.00,0.00,1.0000,18.56,122.22,40,14.32,8.27,-6.09
13:18:25.502,2.34,12.16,8,0.55,2059,0.00,0.00,1.0000,18.76,122.22,40,14.34,8.27,-6.09
13:18:25.583,2.34,12.16,8,0.55,2068,0.00,0.00,1.0000,18.77,122.39,40,14.35,8.27,-6.09
13:18:25.663,2.34,12.16,8,0.55,2066,0.00,0.00,1.0000,18.63,122.21,40,14.33,8.27,-6.09
13:18:25.743,2.34,12.16,8,0.55,2048,0.00,0.00,1.0000,18.69,122.33,40,14.39,8.27,-6.09
13:18:25.822,2.34,12.16,8,0.55,2051,0.00,0.00,1.0000,18.70,122.22,40,14.37,8.27,-6.09
13:18:25.903,2.34,12.16,8,0.55,2070,0.00,0.00,1.0000,18.76,122.24,40,14.34,8.27,-6.09
13:18:25.999,2.34,12.16,8,0.55,2066,0.00,0.00,1.0000,18.83,125.28,39,14.32,8.27,-6.09
13:18:26.079,1.56,12.16,8,0.55,2064,0.00,0.00,1.0000,19.03,122.34,39,14.35,8.27,-6.09
13:18:26.158,2.34,12.16,8,0.55,2051,0.00,0.00,1.0000,18.95,122.35,39,14.26,8.27,-6.09
13:18:26.239,2.34,12.16,8,0.55,2051,0.00,0.00,1.0000,18.76,122.26,39,14.26,8.27,-6.09
13:18:26.318,2.34,12.16,8,0.55,2066,0.00,0.00,1.0000,18.69,122.26,39,14.29,8.27,-6.09
13:18:26.398,2.34,12.16,8,0.55,1996,0.00,0.00,1.0000,18.63,122.35,39,14.26,8.27,-6.09
13:18:26.479,2.34,12.16,8,0.54,2062,0.00,0.00,1.0000,18.56,125.34,40,14.28,8.27,-6.09
13:18:26.559,2.34,12.16,8,0.55,2047,0.00,0.00,1.0000,19.17,125.22,40,14.31,8.27,-6.09
13:18:26.638,1.56,12.16,8,0.55,2111,0.00,0.00,1.0000,19.33,125.23,40,14.31,8.27,-5.95
13:18:26.734,2.34,12.16,8,0.55,2060,0.00,0.00,1.0000,18.81,125.32,40,14.28,8.27,-6.09
13:18:26.815,2.34,12.16,8,0.55,2062,0.00,0.00,1.0000,18.63,125.36,40,14.28,8.27,-6.09
13:18:26.893,2.34,12.16,8,0.55,2065,0.00,0.00,1.0000,18.76,122.40,40,14.37,8.27,-6.09
13:18:26.974,2.34,12.16,8,0.54,2044,0.00,0.00,1.0000,18.57,122.24,40,14.38,8.27,-6.09
13:18:27.054,2.34,12.16,8,0.54,2049,0.00,0.00,1.0000,18.69,122.29,40,14.35,8.27,-6.09
13:18:27.134,1.56,12.16,8,0.54,2062,0.00,0.00,1.0000,18.50,122.38,40,14.31,8.27,-6.09
13:18:27.214,2.34,12.16,8,0.54,1998,0.00,0.00,1.0000,18.63,125.33,40,14.26,8.27,-6.09
13:18:27.293,2.34,12.16,8,0.55,1997,0.00,0.00,1.0000,18.90,125.32,40,14.31,8.27,-6.09
13:18:27.373,2.34,12.16,8,0.55,2046,0.00,0.00,1.0000,18.89,122.27,40,14.32,8.27,-6.09
13:18:27.453,2.34,12.16,8,0.55,2051,0.00,0.00,1.0000,18.63,122.25,40,14.27,8.27,-6.09
13:18:27.549,2.34,12.16,8,0.55,2064,0.00,0.00,1.0000,18.70,125.31,40,14.28,8.27,-6.09
13:18:27.630,2.34,12.16,8,0.55,1998,0.00,0.00,1.0000,18.71,122.40,40,14.35,8.27,-6.09
13:18:27.709,2.34,12.16,8,0.54,2062,0.00,0.00,1.0000,18.56,122.40,40,14.25,8.27,-6.09
13:18:27.789,1.56,12.16,8,0.54,2046,0.00,0.00,1.0000,18.63,122.25,40,14.24,8.27,-6.09
13:18:27.869,2.34,12.16,8,0.54,2049,0.00,0.00,1.0000,18.63,122.27,40,14.20,8.27,-6.09
13:18:27.949,2.34,12.16,8,0.54,2061,0.00,0.00,1.0000,18.63,116.47,40,14.25,8.27,-6.09
13:18:28.029,2.34,7.45,8,0.54,2060,0.00,0.00,1.0000,16.63,53.97,40,14.33,8.27,-6.09
13:18:28.109,1.56,0.00,8,0.45,1994,0.00,0.00,1.0000,12.38,0.00,40,14.37,7.40,-7.40
13:18:28.189,0.00,0.00,8,0.36,2039,0.00,0.00,1.0000,9.38,0.00,40,14.34,6.09,-8.56
13:18:28.285,0.00,0.00,10,0.32,2034,0.00,0.00,1.0000,5.70,0.00,40,14.31,5.37,-9.29
13:18:28.365,0.00,0.00,10,0.32,2056,0.00,0.00,1.0000,8.19,0.00,40,14.20,4.79,-9.58
13:18:28.445,0.00,1.57,10,0.33,2001,0.00,0.00,1.0000,9.88,57.43,40,13.90,4.50,-9.87
13:18:28.525,0.00,6.67,10,0.32,2052,0.00,0.00,1.0000,14.94,61.06,40,13.65,4.35,-10.16
13:18:28.604,0.00,6.67,10,0.28,2082,0.00,0.00,1.0000,14.32,62.81,40,13.71,4.21,-10.16
13:18:28.685,0.00,8.63,10,0.29,2098,0.00,0.00,1.0000,12.01,219.79,40,13.77,4.35,-10.01
13:18:28.765,0.00,21.57,10,0.40,2132,0.00,0.00,1.0000,26.32,224.20,40,14.00,5.37,-7.84
13:18:28.844,0.00,18.43,10,0.60,2288,0.00,0.00,1.0000,29.45,52.37,39,12.66,8.56,-5.51
13:18:28.924,0.00,0.00,10,0.56,2553,0.00,0.00,1.0000,10.11,0.00,39,11.26,8.27,-6.96
13:18:29.021,0.00,0.00,10,0.37,2777,0.00,0.00,1.0000,9.81,0.00,39,12.56,5.51,-9.14
13:18:29.101,0.00,0.00,10,0.25,2798,0.00,0.00,1.0000,14.11,0.00,39,12.99,3.92,-10.74
13:18:29.181,0.00,0.00,10,0.22,2672,0.00,0.00,1.0000,10.72,3.28,39,13.02,3.19,-11.17
13:18:29.260,0.00,0.78,10,0.24,2604,0.00,0.00,1.0000,8.79,10.58,39,12.99,3.19,-11.17
13:18:29.340,0.00,1.96,10,0.27,2506,0.00,0.00,1.0000,9.58,21.29,39,12.82,3.05,-11.17
13:18:29.421,0.00,7.06,10,0.26,2723,0.00,0.00,1.0000,10.37,97.78,39,12.92,3.34,-11.03
13:18:29.500,0.00,10.59,10,0.28,2705,0.00,0.00,1.0000,14.01,97.92,39,12.76,3.77,-10.30
13:18:29.580,0.00,10.59,10,0.31,2739,0.00,0.00,1.0000,15.67,97.74,39,13.87,4.50,-9.72
13:18:29.660,0.00,10.59,10,0.32,2728,0.00,0.00,1.0000,15.45,98.06,39,16.10,4.93,-9.29
13:18:29.755,0.00,10.59,10,0.34,2649,0.00,0.00,1.0000,15.45,98.08,39,13.54,5.22,-9.14
13:18:29.837,0.00,10.59,10,0.34,2636,0.00,0.00,1.0000,15.33,97.95,39,12.30,5.22,-9.14
13:18:29.917,0.00,10.59,10,0.34,2658,0.00,0.00,1.0000,15.33,98.12,39,12.49,5.22,-9.14
13:18:29.997,0.00,10.59,10,0.34,2656,0.00,0.00,1.0000,15.22,98.12,39,13.26,5.37,-9.14
13:18:30.076,0.00,10.59,10,0.34,2672,0.00,0.00,1.0000,15.11,98.12,39,13.81,5.22,-9.14
13:18:30.156,0.00,11.37,10,0.34,2642,0.00,0.00,1.0000,15.45,116.19,39,13.80,5.22,-9.14
13:18:30.237,-1.56,12.16,10,0.37,2664,0.00,0.00,1.0000,18.09,119.80,38,13.87,5.51,-8.71
13:18:30.316,0.00,12.16,8,0.40,2658,0.00,0.00,1.0000,18.59,119.81,38,13.87,5.95,-8.42
13:18:30.396,3.12,12.16,8,0.42,2639,0.00,0.00,1.0000,18.93,119.79,38,13.95,6.09,-8.27
13:18:30.493,3.91,12.16,8,0.43,2654,0.00,0.00,1.0000,19.25,127.02,38,14.51,6.24,-8.13
13:18:30.572,3.12,12.94,8,0.44,2638,0.00,0.00,1.0000,20.48,152.12,38,15.11,6.24,-7.98
13:18:30.652,2.34,14.12,8,0.47,2647,0.00,0.00,1.0000,23.09,159.31,38,14.60,6.67,-7.55
13:18:30.732,3.91,14.90,8,0.51,2657,0.00,0.00,1.0000,23.90,177.53,37,14.20,7.25,-7.11
13:18:30.812,4.69,15.69,8,0.54,2630,0.00,0.00,1.0000,25.06,180.90,37,14.39,7.55,-6.82
13:18:30.891,5.47,15.69,8,0.56,2657,0.00,0.00,1.0000,25.97,181.11,37,14.56,7.84,-6.53
13:18:30.972,4.69,15.69,8,0.58,2635,0.00,0.00,1.0000,26.09,181.16,37,14.52,7.98,-6.38
13:18:31.051,2.34,15.69,8,0.58,2654,0.00,0.00,1.0000,25.45,180.91,37,14.24,7.98,-6.24
13:18:31.131,0.78,15.69,8,0.58,2652,0.00,0.00,1.0000,25.66,181.09,37,13.89,7.98,-6.24
13:18:31.227,0.00,15.69,8,0.58,2636,0.00,0.00,1.0000,25.81,180.90,37,13.77,8.13,-6.24
13:18:31.308,-0.78,15.69,8,0.59,2656,0.00,0.00,1.0000,25.84,181.18,37,13.87,8.13,-6.24
13:18:31.388,-1.56,15.69,8,0.59,2639,0.00,0.00,1.0000,25.96,181.16,37,13.99,8.13,-6.24
13:18:31.467,-2.34,15.69,8,0.59,2642,0.00,0.00,1.0000,26.17,181.00,37,13.96,8.13,-6.24
13:18:31.547,-3.12,15.69,8,0.59,2658,0.00,0.00,1.0000,26.13,181.23,37,14.05,8.13,-6.24
13:18:31.628,-3.12,15.69,8,0.59,2642,0.00,0.00,1.0000,26.26,180.99,37,13.99,8.13,-6.24
13:18:31.708,-2.34,15.69,8,0.59,2666,0.00,0.00,1.0000,26.37,181.03,37,14.11,8.13,-6.24
13:18:31.788,-2.34,15.69,8,0.59,2650,0.00,0.00,1.0000,26.00,181.38,37,14.19,8.13,-6.24
13:18:31.867,-2.34,15.69,8,0.60,2652,0.00,0.00,1.0000,26.57,181.05,37,14.29,8.13,-6.09
13:18:31.963,-2.34,15.69,8,0.59,2664,0.00,0.00,1.0000,26.09,181.32,37,14.29,8.27,-6.09
13:18:32.044,-2.34,15.69,8,0.59,2647,0.00,0.00,1.0000,26.48,181.37,37,14.24,8.27,-6.09
13:18:32.123,-2.34,15.69,8,0.60,2668,0.00,0.00,1.0000,26.57,181.06,37,14.22,8.27,-6.09
13:18:32.203,-2.34,15.69,8,0.60,2669,0.00,0.00,1.0000,26.47,185.08,37,14.27,8.27,-6.09
13:18:32.283,-2.34,15.69,8,0.60,2652,0.00,0.00,1.0000,26.38,184.75,37,14.28,8.27,-6.09
13:18:32.362,-2.34,15.69,8,0.60,2672,0.00,0.00,1.0000,26.85,192.28,37,14.25,8.27,-6.09
13:18:32.443,-1.56,16.86,8,0.61,2653,0.00,0.00,1.0000,27.97,217.77,37,14.21,8.27,-5.95
13:18:32.523,-0.78,18.43,8,0.64,2658,0.00,0.00,1.0000,30.47,221.49,37,14.31,8.71,-5.51
13:18:32.603,1.56,18.82,8,0.68,2678,0.00,0.00,1.0000,31.90,221.88,37,14.43,9.14,-5.08
13:18:32.699,1.56,18.82,8,0.70,2663,0.00,0.00,1.0000,31.66,222.34,37,14.85,9.29,-4.93
13:18:32.779,0.00,18.82,8,0.71,2682,0.00,0.00,1.0000,31.66,222.76,37,14.46,9.43,-4.79
13:18:32.859,-1.56,18.82,8,0.71,2686,0.00,0.00,1.0000,32.11,222.13,37,14.11,9.58,-4.79
13:18:32.938,-1.56,18.82,8,0.72,2734,0.00,0.00,1.0000,32.32,221.61,37,13.90,9.58,-4.79
13:18:33.018,-1.56,19.22,8,0.72,2689,0.00,0.00,1.0000,32.44,222.09,37,13.99,9.58,-4.79
13:18:33.099,-3.12,19.22,8,0.72,2686,0.00,0.00,1.0000,32.10,222.25,37,14.01,9.58,-4.79
13:18:33.179,-3.91,19.22,8,0.72,2749,0.00,0.00,1.0000,32.10,221.94,37,13.86,9.58,-4.79
13:18:33.258,-3.91,18.82,8,0.72,2696,0.00,0.00,1.0000,32.10,221.97,37,13.84,9.58,-4.79
13:18:33.355,-4.69,18.82,8,0.72,2634,0.00,0.00,1.0000,32.10,221.51,37,13.99,9.58,-4.79
13:18:33.434,-4.69,18.82,8,0.72,2743,0.00,0.00,1.0000,32.21,220.42,37,14.09,9.58,-4.79
13:18:33.513,-4.69,18.43,8,0.72,2707,0.00,0.00,1.0000,32.32,220.43,37,14.14,9.58,-4.79
13:18:33.595,-4.69,18.43,8,0.72,2705,0.00,0.00,1.0000,32.32,220.24,38,14.15,9.58,-4.79
13:18:33.674,-4.69,18.43,8,0.72,2695,0.00,0.00,1.0000,32.21,219.95,38,14.18,9.58,-4.79
13:18:33.753,-5.47,18.04,8,0.71,2713,0.00,0.00,1.0000,31.86,219.20,38,14.15,9.58,-4.79
13:18:33.835,-4.69,18.04,8,0.71,2716,0.00,0.00,1.0000,32.32,218.88,38,14.06,9.58,-4.79
